Average Power without DVFS,Average Power with DVFS,Average Power with DPM,Average Power with AVS,Power Savings (DVFS),Power Savings (DPM),Power Savings (AVS),CPU Utilization Efficiency (DVFS),CPU Utilization Efficiency (DPM),CPU Utilization Efficiency (AVS),Energy Efficiency (DVFS),Energy Efficiency (DPM),Energy Efficiency (AVS)
2925.9994923229856,2813.7023985871165,2798.302936732021,2279.0989428553457,112.29709373586911,127.69655559096464,646.9005494676398,0.0008791155273950704,0.0008839534260559469,0.0010853278115989565,0.0008791155273950704,0.0008839534260559469,0.0010853278115989565
